순번,일자,펀드코드,펀드명,운용역,KOSPI지수,KOSDAQ지수,KOSPI200지수,기준가격,증감,과표기준가,증감,해외비과세과표기준가,증감,비거주자과표기준가,수정기준가,순자산,수탁사,설정일,설정좌수,설정액,펀드유형,과표구분,신탁구분,사무수탁사,주식비율,채권비율,주식순비율,채권순비율,지수선물순비율,국고채3년금리,국고채5년금리,통안채2년금리,CD91,전일대비수익률,주간수익률(%),1개월수익률(%),3개월수익률(%),12개월수익률(%),BM기준가,전일대비BM수익률(%)
63,2021-09-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,060.27","1,001.46",400.09,985.66,-6.54,"1,000.59",0.00,0.00,0.00,0.00,985.66,"60,597,592,777",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,68.85,0.00,75.37,0.00,0.00,1.60,1.93,1.45,1.04,-0.66,-2.65,-3.24,0.00,0.00,945.44,-1.22
64,2021-09-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,068.82","1,003.27",401.30,990.96,5.30,"1,000.60",0.01,0.00,0.00,0.00,990.96,"60,923,943,496",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.43,0.00,78.07,0.00,0.00,1.59,1.93,1.45,1.04,0.54,-1.24,-2.66,0.00,0.00,948.09,0.28
65,2021-10-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,019.18",983.20,394.79,976.83,-14.13,"1,000.60",0.00,0.00,0.00,0.00,976.83,"60,054,828,634",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.75,0.00,80.07,0.00,0.00,1.63,1.96,1.47,1.04,-1.43,-2.65,-4.41,0.00,0.00,932.75,-1.62
66,2021-10-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,019.18",983.20,394.79,976.83,0.00,"1,000.61",0.01,0.00,0.00,0.00,976.83,"60,055,130,412",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.75,0.00,80.07,0.00,0.00,1.63,1.96,1.47,1.04,0.00,-2.65,-4.13,0.00,0.00,932.75,0.00
67,2021-10-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,019.18",983.20,394.79,976.84,0.01,"1,000.61",0.00,0.00,0.00,0.00,976.84,"60,055,432,191",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.75,0.00,80.07,0.00,0.00,1.63,1.96,1.47,1.04,0.00,-2.65,-4.07,0.00,0.00,932.75,0.00
68,2021-10-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,019.18",983.20,394.79,976.84,0.00,"1,000.62",0.01,0.00,0.00,0.00,976.84,"60,055,733,969",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.75,0.00,80.07,0.00,0.00,1.63,1.96,1.47,1.04,0.00,-2.71,-4.07,0.00,0.00,932.75,0.00
69,2021-10-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,962.17",955.37,388.01,965.11,-11.73,"1,000.62",0.00,0.00,0.00,0.00,965.11,"59,334,297,296",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,72.77,0.00,76.42,0.00,0.00,1.65,1.99,1.49,1.04,-1.20,-2.73,-5.22,0.00,0.00,915.14,-1.89
70,2021-10-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,908.31",922.36,381.93,947.26,-17.85,"1,000.62",0.00,0.00,0.00,0.00,947.26,"58,237,244,582",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,74.50,0.00,76.07,0.00,0.00,1.72,2.08,1.55,1.05,-1.85,-3.90,-7.01,0.00,0.00,898.50,-1.82
71,2021-10-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,959.46",953.43,388.14,958.24,10.98,"1,000.63",0.01,0.00,0.00,0.00,958.24,"58,911,899,189",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,76.30,0.00,79.39,0.00,0.00,1.70,2.07,1.55,1.05,1.16,-3.30,-5.67,0.00,0.00,914.30,1.76
72,2021-10-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,956.30",953.11,387.42,956.42,-1.82,"1,000.63",0.00,0.00,0.00,0.00,956.42,"58,800,412,088",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,77.04,0.00,80.69,0.00,0.00,1.70,2.05,1.54,1.05,-0.19,-2.09,-5.71,0.00,0.00,913.32,-0.11
73,2021-10-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,956.30",953.11,387.42,956.43,0.01,"1,000.64",0.01,0.00,0.00,0.00,956.43,"58,800,618,681",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,77.04,0.00,80.69,0.00,0.00,1.70,2.05,1.54,1.05,0.00,-2.09,-5.11,0.00,0.00,913.32,0.00
74,2021-10-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,956.30",953.11,387.42,956.43,0.00,"1,000.64",0.00,0.00,0.00,0.00,956.43,"58,800,825,274",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,77.04,0.00,80.69,0.00,0.00,1.70,2.05,1.54,1.05,0.00,-2.09,-5.61,0.00,0.00,913.32,0.00
75,2021-10-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,956.30",953.11,387.42,956.43,0.00,"1,000.64",0.00,0.00,0.00,0.00,956.43,"58,801,031,869",한국투자증권,2021-07-29,"61,479,430,651","61,479,430,651",혼합,배당,투자신탁,국민은행,77.04,0.00,80.69,0.00,0.00,1.70,2.05,1.54,1.05,0.00,-2.09,-5.61,0.00,0.00,913.32,0.00
76,2021-10-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,916.38",940.15,380.69,963.58,7.15,"1,000.65",0.01,0.00,0.00,0.00,963.58,"59,240,113,097",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,79.30,0.00,81.13,0.00,0.00,1.82,2.14,1.62,1.06,0.75,-0.16,-4.91,0.00,0.00,900.99,-1.35
77,2021-10-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,944.41",953.47,384.10,975.50,11.92,"1,000.65",0.00,0.00,0.00,0.00,975.50,"59,973,234,843",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,81.12,0.00,85.06,0.00,0.00,1.82,2.13,1.63,1.07,1.24,2.98,-3.74,0.00,0.00,909.65,0.96
78,2021-10-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,988.64",983.43,389.59,986.46,10.96,"1,000.65",0.00,0.00,0.00,0.00,986.46,"60,646,633,406",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,81.03,0.00,84.72,0.00,0.00,1.81,2.10,1.64,1.07,1.12,2.94,-2.84,0.00,0.00,923.31,1.50
79,2021-10-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,015.06",990.54,393.19,989.78,3.32,"1,000.65",0.00,0.00,0.00,0.00,989.78,"60,851,053,569",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,83.97,0.00,84.79,0.00,0.00,1.80,2.10,1.64,1.07,0.34,3.49,-2.20,0.00,0.00,931.48,0.88
80,2021-10-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,015.06",990.54,393.19,989.78,0.00,"1,000.66",0.01,0.00,0.00,0.00,989.78,"60,851,202,423",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,83.97,0.00,84.79,0.00,0.00,1.80,2.10,1.64,1.07,0.00,3.49,-2.09,0.00,0.00,931.48,0.00
81,2021-10-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,015.06",990.54,393.19,989.79,0.01,"1,000.66",0.00,0.00,0.00,0.00,989.79,"60,851,351,277",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,83.97,0.00,84.79,0.00,0.00,1.80,2.10,1.64,1.07,0.00,3.49,-2.24,0.00,0.00,931.48,0.00
82,2021-10-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,006.68",993.86,392.02,991.38,1.59,"1,000.66",0.00,0.00,0.00,0.00,991.38,"60,949,324,494",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,82.89,0.00,83.52,0.00,0.00,1.88,2.17,1.69,1.08,0.16,3.65,-2.08,0.00,0.00,928.89,-0.28
83,2021-10-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,029.04","1,005.35",395.41,993.15,1.77,"1,000.66",0.00,0.00,0.00,0.00,993.15,"61,058,094,799",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,83.27,0.00,83.55,0.00,0.00,1.87,2.13,1.67,1.09,0.18,3.07,-1.91,0.00,0.00,935.80,0.74
84,2021-10-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,013.13","1,001.62",393.74,986.31,-6.84,"1,000.67",0.01,0.00,0.00,0.00,986.31,"60,637,434,858",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,74.50,0.00,75.29,0.00,0.00,1.85,2.15,1.65,1.09,-0.69,1.11,-2.58,0.00,0.00,930.88,-0.53
85,2021-10-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,007.33",993.70,393.18,991.38,5.07,"1,000.67",0.00,0.00,0.00,0.00,991.38,"60,949,420,712",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,72.37,0.00,73.73,0.00,0.00,1.84,2.15,1.64,1.09,0.51,0.50,-2.08,0.00,0.00,929.09,-0.19
86,2021-10-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,006.16",995.07,393.34,982.80,-8.58,"1,000.67",0.00,0.00,0.00,0.00,982.80,"60,421,751,196",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,67.53,0.00,69.29,0.00,0.00,1.89,2.20,1.66,1.09,-0.87,-0.71,-2.93,0.00,0.00,928.73,-0.04
87,2021-10-23,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,006.16",995.07,393.34,982.80,0.00,"1,000.68",0.01,0.00,0.00,0.00,982.80,"60,422,021,149",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,67.53,0.00,69.29,0.00,0.00,1.89,2.20,1.66,1.09,0.00,-0.71,-2.05,0.00,0.00,928.73,0.00
88,2021-10-24,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,006.16",995.07,393.34,982.81,0.01,"1,000.68",0.00,0.00,0.00,0.00,982.81,"60,422,291,103",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,67.53,0.00,69.29,0.00,0.00,1.89,2.20,1.66,1.09,0.00,-0.71,-2.05,0.00,0.00,928.73,0.00
89,2021-10-25,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,020.54",994.31,395.01,987.42,4.61,"1,000.69",0.01,0.00,0.00,0.00,987.42,"60,705,598,579",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,67.64,0.00,69.72,0.00,0.00,1.92,2.24,1.68,1.09,0.47,-0.40,-1.59,0.00,0.00,933.17,0.48
90,2021-10-26,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,049.08","1,011.76",399.07,993.72,6.30,"1,000.69",0.00,0.00,0.00,0.00,993.72,"61,093,340,540",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,67.90,0.00,71.40,0.00,0.00,1.95,2.26,1.70,1.09,0.64,0.06,-0.97,0.00,0.00,941.99,0.94
91,2021-10-27,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,025.49","1,008.95",395.48,993.67,-0.05,"1,000.70",0.01,0.00,0.00,0.00,993.67,"61,089,998,399",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,68.24,0.00,71.75,0.00,0.00,2.04,2.34,1.79,1.10,-0.01,0.75,-1.03,0.00,0.00,934.70,-0.77
92,2021-10-28,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,009.55","1,000.13",393.89,991.32,-2.35,"1,000.70",0.00,0.00,0.00,0.00,991.32,"60,945,557,920",한국투자증권,2021-07-29,"61,479,298,911","61,479,298,911",혼합,배당,투자신탁,국민은행,70.11,0.00,73.38,0.00,0.00,2.02,2.28,1.84,1.10,-0.24,-0.01,-0.09,0.00,0.00,929.77,-0.53
93,2021-10-29,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,970.68",992.33,388.47,987.35,-3.97,"1,000.71",0.01,0.00,0.00,0.00,987.35,"60,484,732,800",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,70.65,0.00,75.79,0.00,0.00,2.10,2.41,1.93,1.12,-0.40,0.46,0.17,-1.27,0.00,917.77,-1.29
94,2021-10-30,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,970.68",992.33,388.47,987.35,0.00,"1,000.71",0.00,0.00,0.00,0.00,987.35,"60,485,017,262",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,70.65,0.00,75.79,0.00,0.00,2.10,2.41,1.93,1.12,0.00,0.46,-0.36,-1.27,0.00,917.77,0.00
95,2021-10-31,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,970.68",992.33,388.47,987.35,0.00,"1,000.72",0.01,0.00,0.00,0.00,987.35,"60,485,301,725",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,70.65,0.00,75.79,0.00,0.00,2.10,2.41,1.93,1.12,0.00,0.46,-0.36,-1.27,0.00,917.77,0.00
96,2021-11-01,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,978.94",998.57,389.81,983.31,-4.04,"1,000.72",0.00,0.00,0.00,0.00,983.31,"60,237,815,684",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,72.04,0.00,75.35,0.00,0.00,2.11,2.38,1.94,1.12,-0.41,-0.42,0.66,-1.67,0.00,920.32,0.28
97,2021-11-02,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,013.49","1,009.44",394.82,989.37,6.06,"1,000.73",0.01,0.00,0.00,0.00,989.37,"60,608,581,730",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,74.50,0.00,75.90,0.00,0.00,2.04,2.30,1.90,1.12,0.62,-0.44,1.28,-1.06,0.00,930.99,1.16
98,2021-11-03,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,975.71","1,005.00",389.48,999.99,10.62,"1,000.73",0.00,0.00,0.00,0.00,999.99,"61,259,408,590",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,74.87,0.00,76.68,0.00,0.00,2.04,2.29,1.92,1.12,1.07,0.64,2.37,0.00,0.00,919.32,-1.25
99,2021-11-04,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,983.22","1,001.43",391.54,999.30,-0.69,"1,000.73",0.00,0.00,0.00,0.00,999.30,"61,217,128,973",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,75.09,0.00,76.66,0.00,0.00,2.04,2.25,1.92,1.13,-0.07,0.81,2.30,-0.12,0.00,921.64,0.25
100,2021-11-05,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,969.27","1,001.35",389.86,998.34,-0.96,"1,000.74",0.01,0.00,0.00,0.00,998.34,"61,158,307,078",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,74.88,0.00,76.30,0.00,0.00,1.94,2.17,1.85,1.13,-0.10,1.11,3.44,-0.23,0.00,917.33,-0.47
101,2021-11-06,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,969.27","1,001.35",389.86,998.34,0.00,"1,000.74",0.00,0.00,0.00,0.00,998.34,"61,158,556,788",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,74.88,0.00,76.30,0.00,0.00,1.94,2.17,1.85,1.13,0.00,1.11,5.39,-0.24,0.00,917.33,0.00
102,2021-11-07,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,969.27","1,001.35",389.86,998.35,0.01,"1,000.74",0.00,0.00,0.00,0.00,998.35,"61,158,806,498",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,74.88,0.00,76.30,0.00,0.00,1.94,2.17,1.85,1.13,0.00,1.11,4.19,-0.24,0.00,917.33,0.00
103,2021-11-08,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,960.20","1,002.50",389.59,"1,009.62",11.27,"1,001.08",0.34,0.00,0.00,0.00,"1,009.62","61,849,122,623",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,75.03,0.00,75.95,0.00,0.00,1.91,2.15,1.78,1.14,1.13,2.67,5.56,0.89,0.00,914.53,-0.31
104,2021-11-09,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,962.46","1,008.68",390.36,"1,008.10",-1.52,"1,001.09",0.01,0.00,0.00,0.00,"1,008.10","61,756,451,925",한국투자증권,2021-07-29,"61,259,943,125","61,259,943,125",혼합,배당,투자신탁,국민은행,75.59,0.00,76.01,0.00,0.00,1.87,2.12,1.73,1.14,-0.15,1.89,5.40,0.76,0.00,915.23,0.08
105,2021-11-10,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,930.17",987.75,386.24,975.66,-32.44,"1,001.09",0.00,0.00,0.00,0.00,975.66,"59,769,053,945",한국투자증권,2021-07-29,"61,259,813,971","61,259,813,971",혼합,배당,투자신탁,국민은행,71.78,0.00,72.69,0.00,0.00,1.88,2.11,1.74,1.15,-3.22,-2.43,2.01,-2.71,0.00,905.25,-1.09
106,2021-11-11,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,924.92",992.65,385.97,977.80,2.14,"1,001.10",0.01,0.00,0.00,0.00,977.80,"62,906,409,890",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,68.29,0.00,69.11,0.00,0.00,1.91,2.13,1.75,1.15,0.22,-2.15,2.23,-2.75,0.00,903.63,-0.18
107,2021-11-12,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,968.80","1,009.07",390.38,"1,008.10",30.30,"1,001.10",0.00,0.00,0.00,0.00,"1,008.10","64,855,666,425",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,69.13,0.00,70.76,0.00,0.00,1.97,2.17,1.78,1.15,3.10,0.98,4.62,0.25,0.00,917.19,1.50
108,2021-11-13,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,968.80","1,009.07",390.38,"1,008.11",0.01,"1,001.11",0.01,0.00,0.00,0.00,"1,008.11","64,856,083,683",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,69.13,0.00,70.76,0.00,0.00,1.97,2.17,1.78,1.15,0.00,0.98,3.34,0.50,0.00,917.19,0.00
109,2021-11-14,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,968.80","1,009.07",390.38,"1,008.11",0.00,"1,001.12",0.01,0.00,0.00,0.00,"1,008.11","64,856,500,942",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,69.13,0.00,70.76,0.00,0.00,1.97,2.17,1.78,1.15,0.00,0.98,2.20,0.50,0.00,917.19,0.00
110,2021-11-15,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,999.52","1,029.03",394.36,"1,005.47",-2.64,"1,001.12",0.00,0.00,0.00,0.00,"1,005.47","64,686,557,778",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,68.24,0.00,69.81,0.00,0.00,1.91,2.12,1.76,1.15,-0.26,-0.41,1.59,0.24,0.00,926.68,1.03
111,2021-11-16,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,997.21","1,035.46",394.07,997.06,-8.41,"1,001.13",0.01,0.00,0.00,0.00,997.06,"64,145,542,316",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,68.20,0.00,70.40,0.00,0.00,1.96,2.14,1.81,1.15,-0.84,-1.10,0.74,-0.60,0.00,925.96,-0.08
112,2021-11-17,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,962.42","1,031.26",389.44,988.10,-8.96,"1,001.13",0.00,0.00,0.00,0.00,988.10,"63,569,302,512",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,67.25,0.00,72.00,0.00,0.00,1.97,2.16,1.81,1.15,-0.90,1.27,-0.17,-1.68,0.00,915.21,-1.16
113,2021-11-18,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,947.38","1,032.77",387.44,983.32,-4.78,"1,001.14",0.01,0.00,0.00,0.00,983.32,"63,261,244,684",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,68.79,0.00,73.34,0.00,0.00,1.95,2.16,1.80,1.15,-0.48,0.56,-0.81,-2.05,0.00,910.57,-0.51
114,2021-11-19,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,971.02","1,041.92",390.53,990.13,6.81,"1,001.15",0.01,0.00,0.00,0.00,990.13,"63,699,455,873",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,70.53,0.00,75.38,0.00,0.00,1.97,2.19,1.81,1.17,0.69,-1.78,-0.30,-0.77,0.00,917.87,0.80
115,2021-11-20,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,971.02","1,041.92",390.53,990.13,0.00,"1,001.15",0.00,0.00,0.00,0.00,990.13,"63,699,792,226",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,70.53,0.00,75.38,0.00,0.00,1.97,2.19,1.81,1.17,0.00,-1.78,0.39,-0.32,0.00,917.87,0.00
116,2021-11-21,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"2,971.02","1,041.92",390.53,990.14,0.01,"1,001.16",0.01,0.00,0.00,0.00,990.14,"63,700,128,579",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,70.53,0.00,75.38,0.00,0.00,1.97,2.19,1.81,1.17,0.00,-1.78,-0.13,-0.32,0.00,917.87,0.00
117,2021-11-22,100004,라이프한국기업ESG향상일반사모투자신탁제1호,강대권,"3,013.25","1,032.31",399.07,996.21,6.07,"1,001.16",0.00,0.00,0.00,0.00,996.21,"64,091,079,237",한국투자증권,2021-07-29,"64,334,639,985","64,334,639,985",혼합,배당,투자신탁,국민은행,72.88,0.00,78.44,0.00,0.00,2.02,2.24,1.86,1.18,0.61,-0.92,1.37,0.29,0.00,930.92,1.42
